id,name,address,city,state,end_date
2333653,LA KART INC.,939 W WINDSOR AVE 1ST 1 N,CHICAGO,IL,
2264012,LLOYD HAMILTON-FELTON,4105 N HERMITAGE AVE,CHICAGO,IL,
2320689,A Little Photo Studio,2868 N LINCOLN AVE FIRST,CHICAGO,IL,
2257722,HOGAN & SON MOVERS LIMITED,6805 S SOUTH CHICAGO AVE 1ST,CHICAGO,IL,
2316457,TROPITONE FURNITURE CO INC,222 W MERCHANDISE MART PLZ  1780,CHICAGO,IL,
2224375,EUN SEUL SEO,2202 W DEVON AVE,CHICAGO,IL,
2333430,Simgon Vision Inc,4612 W DIVERSEY AVE 1ST D,CHICAGO,IL,
2333991,KENNETH R. WALKER,1137 N MENARD AVE 1ST,CHICAGO,IL,
2338884,GOHYANG FOOD CORPORATION,5731 N LINCOLN AVE GROUND,CHICAGO,IL,
2347809,MCGLADREY LLP,1 S WACKER DR,CHICAGO,IL,
2331673,KEVINE KIEU DINH,1704 E 87TH ST 1ST,CHICAGO,IL,
2352711,MICHELLE BEAUTY SUPPLY INC.,712 E 87TH ST 1,CHICAGO,IL,
2340664,PILSEN BREAKFAST & GRILL CORP.,1454 W 18TH ST 1ST,CHICAGO,IL,20130705
2360323,F G PRODUCTS INC,2112 W GRACE ST,CHICAGO,IL,
2329343,RENTNER MARINE,13535 S FOREST AVE 1ST,CHICAGO,IL,
2359922,WirelessPCS Chicago LLC,8550 S HARLEM  AVE  D,BIDGEVIEW,IL,
2368055,TRIPLE A HEALTH VENTURE INC.,3450 W IRVING PARK RD 1ST,CHICAGO,IL,
2309686,EXODUS DEVELOPMENT CO INC,53 W JACKSON BLVD 12 1222,CHICAGO,IL,
2237308,ROBERT B HERRON,18032  ARMITAGE PL,HOMEWOOD,IL,
2341031,4C KINZIE INVESTOR LLC,169 W KINZIE ST 1ST FLOOR,CHICAGO,IL,
2223048,CLASSIC GENERAL CONTRACTOR INC,3306 W PETERSON AVE,CHICAGO,IL,
2340301,THE BARBERSHOP AT OHARE AIRPORT INC.,11601 W TOUHY AVE LL,CHICAGO,IL,
2308663,MOHAMMED ALSADAWI,6540 N GLENWOOD AVE 1ST 105,CHICAGO,IL,20131005
2250755,JABEZ & JABEZ INC.,1920 W 59TH ST 1ST,CHICAGO,IL,
2295883,GOLD STAR SEAFOOD INC,2300 W 41ST ST 1ST,CHICAGO,IL,
2330164,O WALLACE LANDSCAPING INC,9327 S LOOMIS ST,CHICAGO,IL,20130201
2347909,LOCAL ROOT LLC,401 E ONTARIO ST 1ST,CHICAGO,IL,
2368870,ANNIE KAY RHODES,852 S MORGAN ST,CHICAGO,IL,
2331330,CHESTER COSBY,8620 S EUCLID AVE,CHICAGO,IL,
2318553,The HON Company,222 W MERCHANDISE MART PLZ 11 1130,CHICAGO,IL,
2299532,ZYVACTECH INC,1648 W NORTH AVE 1ST,CHICAGO,IL,
2199144,S & L FOOD & LIQUORS INC,4958 W FULLERTON AVE 1ST,CHICAGO,IL,
2257734,WORD PROCESSING INDUSTRIES INC,4545 N RAVENSWOOD AVE 1ST,CHICAGO,IL,
2322440,HYE SOOK CHUNG,1648 E 53RD ST  1,CHICAGO,IL,
2226718,APPLE PANTRY CORPORATION,5835 W FULLERTON AVE 1ST,CHICAGO,IL,
2221638,SEEDS OF JOY DAYCARE AND FITNESS CENTER INC.,850 W EASTWOOD AVE 1ST,CHICAGO,IL,
2319031,LFM CORPORATION,3242 N CLARK ST 1,CHICAGO,IL,
2324794,FLEXLI INC.,444 W 26TH ST,CHICAGO,IL,
2312776,WALDORF=ASTORIA MANAGEMENT LLC,11 E WALTON ST,CHICAGO,IL,
2310738,NAVARROS SERVICES HEATING & COOLING,1417 N 11TH AVE,MELROSE,IL,
2332582,FLOOR CONNOISSEUR LLC,1529 W 104TH ST 1,CHICAGO,IL,
2300297,DEMETRA KORIS,1 W CHESTNUT ST LOWER LEVEL,CHICAGO,IL,
2352564,LUCAS MAWUTODJI,7902 S LANGLEY AVE 1ST,CHICAGO,IL,20130719
2308925,PEACE RESTAURANT INC.,1524 W FULLERTON AVE 1ST,CHICAGO,IL,
2237032,RMR ENTERPRISES INC.,2757 N PINE GROVE AVE,CHICAGO,IL,
2236288,CHRISTY J KIM,2550 N CLARK ST  1,CHICAGO,IL,
2263880,Jili LLC,5973 W MADISON ST FIRST 1,CHICAGO,IL,
2338302,CEASAR'S MUSIC OF ILLINOIS INC.,3115 W 26TH ST 1,CHICAGO,IL,
2281839,LITTLE GREEN OAK INCORPORATED,2820 N NARRAGANSETT AVE 1,CHICAGO,IL,
2280097,HENRY & PATRICK HUBERTY,7615 W IRVING PARK RD,CHICAGO,IL,
2353988,IMELDA LEON,5427 W CHICAGO AVE GROUND,CHICAGO,IL,
2287719,H & W TAXES INC.,3902 W NORTH AVE 1,CHICAGO,IL,
2354753,snehal corporation,541 N FAIRBANKS CT LOWER LEVEL 170,CHICAGO,IL,
2341182,SIXPAX INCORPORATED,1234 S MICHIGAN AVE 2 200,CHICAGO,IL,
2298591,Double Stitch LLC,1644 N HONORE ST 2 207B,CHICAGO,IL,
2256932,SHRI KRISHNA INC,10401 S WESTERN AVE,CHICAGO,IL,
2292333,JOLANTA KUBACKI,5506 W LAWRENCE AVE 1,CHICAGO,IL,
2329192,JOHNNYS BARBER SHOP,9133 S WESTERN AVE  1ST,CHICAGO,IL,
2333733,DB  STATE LLC,400 N STATE ST 1ST,CHICAGO,IL,
2251729,X-CELL COMMUNICATIONS OF MILWAUKEE INC.,3337 W 63RD ST 1 1,CHICAGO,IL,
2310769,PEKING CHINESE FOOD INC,129 W NORTH AVE,CHICAGO,IL,20130226
2303723,Imazaki LLC,1720 S MICHIGAN AVE GROUND FLOOR,CHICAGO,IL,
2336203,NORTHWEST TUCKPOINTING INC,7501 W ROSEDALE AVE 1ST,CHICAGO,IL,
2343158,WESLING PRODUCTS INC,2912 W LAKE ST 1ST,CHICAGO,IL,
2354020,AIR GORDONS INC.,2624 W FULLERTON AVE 1ST,CHICAGO,IL,
2259140,SHEAR SOUL INC,1763 W 95TH ST,CHICAGO,IL,
2338907,MARIA ELSA RODRIGUEZ-MEJIA,1255 W 18TH ST 1 1,CHICAGO,IL,
2325955,Winnett Civic Ingenuity,4649 N MAGNOLIA AVE 2S,CHICAGO,IL,
2336084,JANLER CORPORATION,6545 N AVONDALE AVE 1ST,CHICAGO,IL,
2360493,ALLAN LOWERY,2220 E 79TH ST,CHICAGO,IL,
2346450,MATRIX CAPITAL ADVISORS LLC,200 S WACKER DR 6TH 680,CHICAGO,IL,
2360327,CHICAGO FOOD CORPORATION,3333 N KIMBALL AVE,CHICAGO,IL,
2301535,J S SERVICES RESEARCH AND TRADING LLC,1509 N LARRABEE ST,CHICAGO,IL,
2258008,FRANK LLOYD WRIGHT PRESERVATION TRUST,5757 S WOODLAWN AVE 1ST,CHICAGO,IL,
2226462,CHICAGO SHAKESPEARE THEATER,800 E GRAND AVE  NAVY,CHICAGO,IL,20130401
2340467,FIVE STAR BURGER LLC,2353 W 111TH ST 1,CHICAGO,IL,20130617
2244046,RITU FOOD INC.,5973 W MADISON ST,CHICAGO,IL,
2315008,LITTLE JOE'S CIRCLE LOUNGE INC,1041 W TAYLOR ST,CHICAGO,IL,
2333020,THE BLUE FROG SIGNS LTD.,1932 S FAIRFIELD AVE,CHICAGO,IL,
2304101,Victoria Shnayder,3825 W LAKE ST 1,CHICAGO,IL,
2318648,WILLIAM DANIEL,1648 S SPRINGFIELD AVE,CHICAGO,IL,
2321718,NIZARALI & FATEMAH LADHANI INC,1425 W MONTROSE AVE,CHICAGO,IL,
2311408,MIDWEST ICE CREAM COMPANY,1253  KINGSLAND DR,BATAVIA,IL,
2259826,SONIA BEAUTY SALON INC.,5055-5057 N CLARK ST  SOUTH,CHICAGO,IL,
2361821,IVAN A. GONZALEZ,3901 W BELMONT AVE 1,CHICAGO,IL,
2284509,Josi's Frozen Yogurt Cafe,4032 N MILWAUKEE AVE 1,CHICAGO,IL,
2319077,BRONZEVILLE CONVENIENCE MART INC.,450 E 43RD ST 1ST,CHICAGO,IL,
2307241,Modani Chicago LLC,1574 N KINGSBURY ST,CHICAGO,IL,
2258990,JERUSALEM INTERNATIONAL,9537 S WESTERN AVE,CHICAGO,IL,
2304268,BOOK OF TAXES VOLUME 1 dba H&R Block,700 E 47TH ST 1ST D,CHICAGO,IL,20130525
2337189,SUPERMERCADO ANTONIO'S CORP.,2656 S HOMAN AVE 1ST,CHICAGO,IL,
2316878,C2NETWORKS INC,420 S CLINTON ST  608,CHICAGO,IL,
2307465,T D CAPITAL INVESTMENTS LLC,4450 S MORGAN ST 1ST,CHICAGO,IL,20130926
2235246,J K LEE & H S LEE,2733 N HALSTED ST,CHICAGO,IL,
2202783,TPE CHICAGO LLC,118 W GRAND AVE,CHICAGO,IL,
2293110,Maplewood Management LLC,1525 E 53RD ST 5TH 534,CHICAGO,IL,
2339789,POLAR HEATING & COOLING SERVICES INC.,113  MC HENRY RD,BUFFALO GROVE,IL,
2343820,W.E.B PRODUCTION & FABRICATION,448 N ARTESIAN AVE,CHICAGO,IL,
2323569,TRIAD CONSUMERS INC.,1933 S INDIANA AVE 1,CHICAGO,IL,20130504
2241714,LORETTO HOSPITAL,645 S CENTRAL AVE # 1,CHICAGO,IL,
2312837,UNLIMITED MARKETING SERVICES CORP.,5504 W LAWRENCE AVE,CHICAGO,IL,
2321467,ITTO ENTERPRISES INC,2616 N HALSTED ST  1,CHICAGO,IL,20131101
2340027,Stephanie R Jacob,4201 W CERMAK RD 1ST,CHICAGO,IL,
2203358,NORTH BUSINESS & INDUSTRIAL COUNCIL OF CHICAGO,8420 W BRYN MAWR AVE 10TH 1020,CHICAGO,IL,
2323347,THE PET DEPOT INC.,3618 N LINCOLN AVE,CHICAGO,IL,
2257787,ALETA M COHEN,11850 S WESTERN AVE # 1ST,CHICAGO,IL,
2258989,HARRISON DAVIS,6437 S COTTAGE GROVE AVE,CHICAGO,IL,
2360464,R&N COMPLETE AUTO REPAIR BODY,3045 N ELSTON AVE # 1ST,CHICAGO,IL,20131210
2337186,JONG OK PARK,6703 N OLMSTED AVE,CHICAGO,IL,
2351723,WALTER B. CRAWLEY & CHARLES A HAWKINS,434 E 75TH ST,CHICAGO,IL,
2339981,YOLANDA SANTANA,2458 S CALIFORNIA AVE 1ST,CHICAGO,IL,
2357465,MARIA G. REYNOSO,1341 N ASHLAND AVE 1ST,CHICAGO,IL,20130501
2324220,DHARA I CORPORATION,3481 S DR MARTIN LUTHER KING JR DR 1,CHICAGO,IL,
2334160,YOGA 6 CLYBOURNE LLC,2105 N SOUTHPORT AVE 2ND 200,CHICAGO,IL,20131223
2305574,JUERGENS & ANDERSEN CO,55 E WASHINGTON ST,CHICAGO,IL,
2366722,ANTONELLA FRANGELLA-QUINN,3502 W 111TH ST,CHICAGO,IL,
2235523,MURILLO'S CORPORATION,3002 N SHEFFIELD AVE,CHICAGO,IL,
2303709,J.O.T. Industries Inc.,1016 W JACKSON BLVD 1,CHICAGO,IL,
2236775,CAROL CLEANERS,1157 W WEBSTER AVE,CHICAGO,IL,
2310933,IMPACT NETWORKING LLC,55 W MONROE ST  400,CHICAGO,IL,
2226259,JOAQUIN FELICIANO,5946 W FULLERTON AVE,CHICAGO,IL,
2283838,Chicago Kids Yoga LLC,2735 W MELROSE ST 1ST,CHICAGO,IL,
2363692,Colabo Inc.,4001 W DEVON AVE 3 328,CHICAGO,IL,
2310035,FRANK KROM,8 S MICHIGAN AVE  1310,CHICAGO,IL,
2226235,SUPERIOR ORTHOPEDICS INC,680 N LAKE SHORE DR 12 1207,CHICAGO,IL,
2278873,RACHEL VICK,7829 S CREGIER AVE,CHICAGO,IL,
2285127,SKY CHOP SUEY INC,8616 S KEDZIE AVE,CHICAGO,IL,
2322531,JUNG WOO KIM,1314 E 53RD ST 1ST,CHICAGO,IL,
2290727,ARACELY RODARTE,2217 S CALIFORNIA AVE 1ST,CHICAGO,IL,
2296495,TOUHY AVENUE OPERATING COMPANY,12521 W TOUHY AVE ADULTWORLD,CHICAGO,IL,
2348507,KEVIN ANTHONY CRUZ,2951 S DR MARTIN LUTHER KING JR DR 1,CHICAGO,IL,
2304685,Cake Brothers Inc,5200 S ARCHER AVE 1ST 8,CHICAGO,IL,
2249436,YOLANDE A. SANVI,2356 W 63RD ST,CHICAGO,IL,
2335964,ROSSI CUSTOM FURNITURE LIMITED,3150 W 26TH ST,CHICAGO,IL,20131016
2354824,VICTORIA F. GUZMAN,5761  GRANT ST,MERRILLVILLE,IN,
2313157,SWEET APPLE CHINESEFOOD INC.,4116 W NORTH AVE 1ST,CHICAGO,IL,
2333397,REMY HAIR INC,1325 S WABASH AVE 1 100,CHICAGO,IL,
2310167,D. DIAMANTE LIMITED,5 S WABASH AVE  1320,CHICAGO,IL,20130521
2327307,BH BOSTEL NET CORP.,5334 N LINCOLN AVE,CHICAGO,IL,
2242365,YUN SUP YANG,1658 W BELMONT AVE 1ST,CHICAGO,IL,20130210
2278411,CHICAGO SPORT COMPLEX LLC,2600 W 35TH ST 1ST,CHICAGO,IL,
2256327,UPWARD MOBILITY INC.,2232 N CLYBOURN AVE 4TH 400,CHICAGO,IL,
2224804,AL QUALITY CO.,2746 W DEVON AVE 1,CHICAGO,IL,
2261555,MIWORLD CORPORATION,1041 W WILSON AVE 1ST,CHICAGO,IL,
