inspection_id,dba_name,aka_name,license_num,facility_type,risk,address,city,state,zip,inspection_date,inspection_type,results,latitude,longitude
1515484,CVS PHARMACY # 5987,CVS PHARMACY # 5987,1616615,Grocery Store,Risk 3 (Low),4800 N DAMEN AVE ,CHICAGO,IL,60625,20141229,Canvass,Pass,41.96884518,-87.67933472
1515486,KOHAN JAPANESE RESTAURANT,KOHAN JAPANESE RESTAURANT,1841301,Restaurant,Risk 1 (High),730-732 W MAXWELL ST ,CHICAGO,IL,60607,20141229,Canvass,Pass,41.86490157,-87.64629229
1408286,REGAL CINEMAS CITY NORTH,REGAL CINEMAS CITY NORTH,2036431,Restaurant,Risk 2 (Medium),2600 N WESTERN AVE BLDG ,CHICAGO,IL,60647,20141229,Short Form Complaint,Pass,41.92866979,-87.68792224
1515489,PIZZERIA DA NELLA,PIZZERIA DA NELLA,1473886,Restaurant,Risk 1 (High),1443-1445 W FULLERTON AVE ,CHICAGO,IL,60614,20141229,Canvass,Pass w/ Conditions,41.92508397,-87.66504399
1515488,SWEET MISS GIVING'S,SWEET MISS GIVING'S,2004425,Restaurant,Risk 3 (Low),131 N CLINTON ST ,CHICAGO,IL,60661,20141229,Canvass,Out of Business,41.88418751,-87.64111967
1515491,YASSA AFRICAN RESTAURANT,YASSA AFRICAN RESTARUANT,2373633,Restaurant,Risk 1 (High),3511 S DR MARTIN LUTHER KING JR DR ,CHICAGO,IL,60653,20141229,License,Pass,41.83065731,-87.61681053
1515490,GATEWAY NEWSTAND,GATEWAY NEWSTAND,2192828,Grocery Store,Risk 3 (Low),111 W WASHINGTON ST ,CHICAGO,IL,60602,20141229,Canvass,Pass,41.88310096,-87.63126322
1515492,111 CONCESSION SHOP,111 CONCESSION SHOP,25707,Grocery Store,Risk 3 (Low),111 W WASHINGTON ST ,CHICAGO,IL,60602,20141229,Canvass,Out of Business,41.88310096,-87.63126322
1385848,MEMOS TACOS INC,MEMOS TACOS,2125616,Restaurant,Risk 1 (High),6322 W GRAND AVE ,CHICAGO,IL,60639,20141229,Canvass,Pass,41.92226483,-87.78383149
1387821,WE SERVE FOOD MART INC.,WE SERVE FOOD MART INC.,2271745,Grocery Store,Risk 2 (Medium),10857 S HALSTED ST ,CHICAGO,IL,60628,20141229,Canvass Re-Inspection,Pass,41.69620076,-87.64235278
1515495,EJ SUSHI,EJ SUSHI,2114541,Restaurant,Risk 1 (High),131 N CLINTON ,CHICAGO,IL,60661,20141229,Canvass Re-Inspection,Pass,41.88418751,-87.64111967
1515496,CHICAGO q,CHICAGO q,2021329,Restaurant,Risk 1 (High),1160 N DEARBORN ST ,CHICAGO,IL,60610,20141229,Canvass Re-Inspection,Pass,41.90367478,-87.63012582
1464675,PASTELITO BAKERY,PASTELITO BAKERY,2373769,Bakery,Risk 2 (Medium),7137 N CLARK ST ,CHICAGO,IL,60626,20141229,License,Pass w/ Conditions,42.01258706,-87.67448205
1515497,PLAZA THREE CORP,PLAZA THREE CORP,4665,,Risk 3 (Low),70 W MADISON ST ,CHICAGO,IL,60602,20141229,Canvass,Out of Business,41.88209337,-87.63039164
1515498,SUBWAY,SUBWAY,2093693,Restaurant,Risk 1 (High),1252 S HALSTED ST ,CHICAGO,IL,60607,20141229,Canvass Re-Inspection,Pass,41.8655994,-87.64701786
1387822,SAVE-A-LOT # 854,SAVE-A-LOT # 854,1245433,Grocery Store,Risk 2 (Medium),7908 S HALSTED ST ,CHICAGO,IL,60620,20141229,Canvass Re-Inspection,Pass,41.75032239,-87.64418241
1515499,ZAINA FOOD MART INC.,ZAINA FOOD MART INC.,1904845,,Risk 3 (Low),3257 W NORTH AVE ,CHICAGO,IL,60647,20141229,Canvass,Out of Business,41.90997315,-87.70933176
1515501,SANTO TORIBIO,SANTO TORIBIO,1845331,,Risk 3 (Low),3625 W NORTH AVE ,CHICAGO,IL,60647,20141229,Canvass,Out of Business,41.90987048,-87.71777242
1515502,SANTO TORIBIO,SANTO TORIBIO,1739877,,Risk 3 (Low),3625 W NORTH AVE ,CHICAGO,IL,60647,20141229,Canvass,Out of Business,41.90987048,-87.71777242
1385849,CHINA EXPRESS REST,CHINA EXPRESS REST,27123,Restaurant,Risk 1 (High),5663 W GRAND AVE ,CHICAGO,IL,60639,20141229,Canvass,Fail,41.91908759,-87.76821848
1515494,POPEYE'S CHICKEN & BISCUITS,POPEYE'S,1622615,Restaurant,Risk 1 (High),3352 W LAWRENCE AVE ,CHICAGO,IL,60625,20141229,Canvass,Pass,41.96851294,-87.71305127
1464676,"MARKELLO'S, INC.",MARKELLO'S,2240588,Restaurant,Risk 1 (High),7137 N CLARK ST ,CHICAGO,IL,60626,20141229,Canvass,Out of Business,42.01258706,-87.67448205
1464677,CVS/PHARMACY #1493,CVS/PHARMACY #1493,1910535,Grocery Store,Risk 3 (Low),5205 N BROADWAY ,CHICAGO,IL,60640,20141229,Canvass,Fail,41.97652938,-87.65972362
1464678,NOOKIES CAFE & RESTAURANT,NOOKIES CAFE & RESTAURANT,2108329,Restaurant,Risk 1 (High),1100 W BRYN MAWR AVE ,CHICAGO,IL,60660,20141229,Complaint,Pass,41.98376648,-87.65811162
1515503,"Rosebud Catering & Events, Inc.",,1495500,catering,Risk 1 (High),1415 W DIVERSEY PKWY ,CHICAGO,IL,60614,20141229,Canvass,Pass,41.93236003,-87.66420818
1418755,DEVON  FISH  HOUSE,DEVON  FISH  HOUSE,2074489,Grocery Store,Risk 2 (Medium),6347 N ROCKWELL ST ,CHICAGO,IL,60659,20141227,Canvass,Out of Business,41.99722245,-87.6945993
1464672,K'S DUGOUT,K'S DUGOUT,23527,TAVERN,Risk 3 (Low),1930 W FOSTER AVE ,CHICAGO,IL,60640,20141226,Canvass,Pass,41.97616563,-87.67772952
1515443,YEN'S ON CLARK,YEN'S ON CLARK,2369176,Restaurant,Risk 1 (High),2856 N CLARK ST ,CHICAGO,IL,60657,20141226,License,Pass,41.93411787,-87.64612385
1515450,"PUESTO SANDWICH STAND, INC",PUESTO SANDWICH,2373594,Restaurant,Risk 2 (Medium),3349 N SHEFFIELD AVE ,CHICAGO,IL,60657,20141226,License,Pass,41.94319768,-87.65405955
1515448,LOS CUATRO CAMINOS SUPER MARKET,LOS CUATRO CAMINOS SUPER MARKET,5101,,Risk 3 (Low),2295 N MILWAUKEE AVE ,CHICAGO,IL,60647,20141226,Canvass,Out of Business,41.92281024,-87.6969811
1515449,BUCKTOWN FOOD & LIQUORS,BUCKTOWN FOOD & LIQUORS,53085,Liquor,Risk 3 (Low),2422 W FULLERTON AVE ,CHICAGO,IL,60647,20141226,Canvass,Pass,41.92500252,-87.68857101
1385842,GREENLINE FOOD,GREENLINE FOOD,1493766,Grocery Store,Risk 2 (Medium),336 N LARAMIE AVE ,CHICAGO,IL,60644,20141226,Canvass,Fail,41.88676298,-87.7554371
1515452,UBBAR LLC,UPTOWN UNDERGROUND,2234140,THEATER,Risk 3 (Low),4703-4713 N BROADWAY ,CHICAGO,IL,60640,20141226,License Re-Inspection,Pass,41.96736359,-87.65856734
1515451,DANNY'S BUY LOW,DANNY'S BUY LOW,1271342,Grocery Store,Risk 3 (Low),2220-2222 N WESTERN AVE ,CHICAGO,IL,60647,20141226,Canvass,Pass,41.92237358,-87.68771095
1515453,AL'S BEEF,AL'S BEEF,2013974,Restaurant,Risk 1 (High),601 W ADAMS ST ,CHICAGO,IL,60661,20141226,Canvass,Pass,41.87916362,-87.64264996
1515454,EL POLLO REAL INC,EL POLLO REAL INC,2373713,Restaurant,Risk 1 (High),3534 W 63RD ST ,CHICAGO,IL,60629,20141226,License,Pass,41.77894127,-87.71179415
1515456,POTBELLY SANDWICH WORKS LLC,POTBELLY,1300087,Restaurant,Risk 1 (High),3424 N SOUTHPORT AVE ,CHICAGO,IL,60657,20141226,Canvass,Pass,41.94416648,-87.66408481
1515455,JERUSALEM RESTAURANT,JERUSALEM RESTAURANT,45676,,Risk 3 (Low),3534 W 63RD ST ,CHICAGO,IL,60629,20141226,Canvass,Out of Business,41.77894127,-87.71179415
1385843,FLORIDA FOOD & LIQUOR,FLORIDA FOOD & LIQUOR,1042353,Grocery Store,Risk 2 (Medium),4201 W AUGUSTA BLVD ,CHICAGO,IL,60651,20141226,Canvass,Fail,41.89882627,-87.73123508
1515460,"DEVIL DOGS ON STATE STREET, LLC","DEVIL DOGS ON STATE STREET, LLC",2293793,Restaurant,Risk 1 (High),767 S STATE ST ,CHICAGO,IL,60605,20141226,Canvass,Pass,41.87195036,-87.62738308
1464670,FRESH MARKET PLACE,FRESH MARKET PLACE,2373486,Grocery Store,Risk 2 (Medium),7007 N CLARK ST ,CHICAGO,IL,60626,20141226,License,Pass,42.00925289,-87.67387392
1515461,MAKOLA AFRICAN SUPERMART,MAKOLA AFRICAN SUPERMART,1516203,Grocery Store,Risk 2 (Medium),1017 W WILSON AVE ,CHICAGO,IL,60640,20141226,Canvass,Pass w/ Conditions,41.96531365,-87.65552865
1515463,PANADERIA TORRES BAKERY,PANADERIA TORRES BAKERY,1717536,Bakery,Risk 2 (Medium),3111 W 63RD ST ,CHICAGO,IL,60629,20141226,Canvass Re-Inspection,Pass,41.778891,-87.70121444
1385844,"MONTICELLO FISH & CHICKEN,INC.","SHRIMP FIVE STAR,INC.",2373497,Restaurant,Risk 2 (Medium),3635 W AUGUSTA BLVD ,CHICAGO,IL,60651,20141226,License,Pass,41.8989884,-87.71771523
1385845,"SHRIMP FIVE STAR,INC.",SHRIMP FIVE STAR,2263220,Restaurant,Risk 2 (Medium),3635 W AUGUSTA BLVD ,CHICAGO,IL,60651,20141226,Canvass,Out of Business,41.8989884,-87.71771523
1439650,SUBWAY SANDWICHES,SUBWAY SANDWICHES,1354372,Restaurant,Risk 1 (High),319 S JEFFERSON ST ,CHICAGO,IL,60661,20141226,Canvass Re-Inspection,Pass,41.87739939,-87.64237065
1439651,PANDA EXPRESS #137,PANDA EXPRESS #137,1801489,,Risk 3 (Low),700 N MICHIGAN AVE ,CHICAGO,IL,60611,20141226,Canvass,Out of Business,41.89497951,-87.62439997
1439652,THE GREAT STEAK & POTATO,THE GREAT STEAK & POTATO,1446321,Restaurant,Risk 2 (Medium),700 N MICHIGAN AVE ,CHICAGO,IL,60611,20141226,Canvass,Out of Business,41.89497951,-87.62439997
1464671,HOLLYWOOD TOWER MKT,HOLLYWOOD TOWER,1858,Grocery Store,Risk 3 (Low),5701 N SHERIDAN RD ,CHICAGO,IL,60660,20141226,Canvass,Fail,41.98563842,-87.65509432
1439653,SAXBYS COFFEE,SAXBYS COFFEE,1681869,,Risk 3 (Low),605 W LAKE ST ,CHICAGO,IL,60661,20141226,Canvass,Out of Business,41.88559508,-87.64302328
1418750,FAMILY DOLLAR STORE #7149,FAMILY DOLLAR STORE #7149,1679911,Grocery Store,Risk 3 (Low),2424 W MONTROSE AVE ,CHICAGO,IL,60618,20141226,Canvass,Pass,41.96141549,-87.68968978
1439654,IOR - I - LENE COFFEE INC,IOR - I - LENE COFFEE INC,1277056,,Risk 3 (Low),555 W MADISON ST ,CHICAGO,IL,60661,20141226,Canvass,Out of Business,41.88173752,-87.64180803
1464673,SUNRISE CAFE,SUNRISE CAFE,1514772,,Risk 3 (Low),1701 W FOSTER AVE ,CHICAGO,IL,60640,20141226,Canvass,Out of Business,41.97602602,-87.67218824
1439655,"CONVENIENCE JUNCTION,INC.,","CONVENIENCE JUNCTION,INC.,",2151979,Grocery Store,Risk 3 (Low),550 W ADAMS ST ,CHICAGO,IL,60661,20141226,Canvass,Out of Business,41.8793928,-87.64162618
1464674,PICNIC,PICNIC AT OSTERMAN BEACH HOUSE,2087970,Restaurant,Risk 2 (Medium),5701 N LAKE SHORE DR ,CHICAGO,IL,60660,20141226,Canvass,No Entry,41.98599498,-87.65356907
1439656,Laxmi's,Laxmi's,1954686,Grocery Store,Risk 3 (Low),550 W Adams ST ,CHICAGO,IL,60661,20141226,Canvass,Out of Business,41.8793928,-87.64162618
1418751,"AMANI, INC.","AMANI, INC.",43993,,Risk 3 (Low),3678 N ELSTON AVE ,CHICAGO,IL,60618,20141226,Canvass,Out of Business,41.94809458,-87.71120898
1418752,"AMANI, INC.","AMANI, INC.",43993,,Risk 3 (Low),3678 N ELSTON AVE ,CHICAGO,IL,60618,20141226,Canvass,Out of Business,41.94809458,-87.71120898
1418753,JAMES SPANOS,JAMES SPANOS,9886,,Risk 3 (Low),4136 N WESTERN AVE ,CHICAGO,IL,60618,20141226,Canvass,Out of Business,41.956926,-87.68870023
